Date,Adj Close,Close,High,Low,Open,Volume
1992/6/19,3285.399902,3285.399902,3299.530029,3274.3798829999996,3274.399902,266600.0
1992/6/22,3280.800049,3280.800049,3285.889893,3254.050049,3285.399902,204200.0
1992/6/23,3285.600098,3285.600098,3296.850098,3280.540039,3280.800049,263200.0
1992/6/24,3290.699951,3290.699951,3302.73999,3284.01001,3285.600098,243600.0
1992/6/25,3284.0,3284.0,3304.080078,3271.439941,3290.699951,211600.0
1992/6/26,3282.399902,3282.399902,3290.969971,3269.840088,3284.0,166500.0
1992/6/29,3319.860107,3319.860107,3319.860107,3282.679932,3282.699951,171300.0
1992/6/30,3318.5,3318.5,3331.6298829999996,3316.649902,3319.899902,186300.0
1992/7/1,3354.100098,3354.100098,3354.100098,3318.790039,3318.800049,227800.0
1992/7/2,3330.300049,3330.300049,3373.889893,3326.540039,3354.100098,259000.0
1992/7/6,3339.199951,3339.199951,3340.290039,3326.780029,3330.300049,238700.0
1992/7/7,3295.199951,3295.199951,3352.709961,3291.389893,3339.199951,252000.0
1992/7/8,3293.300049,3293.300049,3303.27002,3273.560059,3295.199951,235400.0
1992/7/9,3324.100098,3324.100098,3336.5,3293.550049,3293.600098,230900.0
1992/7/10,3330.600098,3330.600098,3339.75,3315.159912,3324.100098,154000.0
1992/7/13,3337.300049,3337.300049,3344.070068,3327.050049,3330.600098,136500.0
1992/7/14,3358.399902,3358.399902,3358.929932,3328.669922,3337.300049,191300.0
1992/7/15,3345.399902,3345.399902,3363.25,3339.75,3358.399902,211100.0
1992/7/16,3361.600098,3361.600098,3364.330078,3333.26001,3345.399902,215000.0
1992/7/17,3331.600098,3331.600098,3361.100098,3317.050049,3361.100098,228300.0
1992/7/20,3303.0,3303.0,3331.100098,3287.060059,3331.100098,180600.0
1992/7/21,3308.399902,3308.399902,3322.72998,3303.27002,3303.300049,168100.0
1992/7/22,3277.600098,3277.600098,3307.899902,3275.179932,3307.899902,197500.0
1992/7/23,3290.0,3290.0,3291.389893,3266.530029,3277.600098,230000.0
1992/7/24,3285.699951,3285.699951,3297.300049,3276.800049,3290.0,134200.0
1992/7/27,3282.199951,3282.199951,3299.48999,3282.199951,3285.699951,147600.0
1992/7/28,3334.100098,3334.100098,3335.149902,3282.199951,3282.199951,220000.0
1992/7/29,3379.1999509999996,3379.1999509999996,3385.1298829999996,3334.090088,3334.100098,304100.0
1992/7/30,3391.899902,3391.899902,3395.9399409999996,3374.330078,3379.1999509999996,200600.0
1992/7/31,3393.8000490000004,3393.8000490000004,3402.959961,3385.669922,3391.899902,135000.0
1992/8/3,3395.399902,3395.399902,3399.98999,3384.0500490000004,3393.8000490000004,172800.0
1992/8/4,3384.3000490000004,3384.3000490000004,3396.75,3377.570068,3395.399902,164300.0
1992/8/5,3365.100098,3365.100098,3384.320068,3360.280029,3384.3000490000004,178300.0
1992/8/6,3340.600098,3340.600098,3365.679932,3338.929932,3365.100098,219500.0
1992/8/7,3332.199951,3332.199951,3369.7299799999996,3331.3701170000004,3340.600098,223100.0
1992/8/10,3337.560059,3337.560059,3337.580078,3316.780029,3332.199951,155800.0
1992/8/11,3331.100098,3331.100098,3342.179932,3314.350098,3337.600098,180000.0
1992/8/12,3320.800049,3320.800049,3342.179932,3310.840088,3331.100098,154800.0
1992/8/13,3313.300049,3313.300049,3337.040039,3306.790039,3320.800049,199000.0
1992/8/14,3328.899902,3328.899902,3331.909912,3311.110107,3313.300049,154000.0
1992/8/17,3324.899902,3324.899902,3338.929932,3321.639893,3328.899902,138600.0
1992/8/18,3329.5,3329.5,3332.449951,3315.699951,3324.899902,129300.0
1992/8/19,3307.100098,3307.100098,3335.689941,3307.060059,3329.5,144200.0
1992/8/20,3304.899902,3304.899902,3315.429932,3295.439941,3307.100098,146900.0
1992/8/21,3254.100098,3254.100098,3324.080078,3254.100098,3304.899902,216100.0
1992/8/24,3228.199951,3228.199951,3254.100098,3223.040039,3254.100098,183600.0
1992/8/25,3232.199951,3232.199951,3235.189941,3207.100098,3228.199951,224600.0
1992/8/26,3246.800049,3246.800049,3250.050049,3225.469971,3232.199951,178700.0
1992/8/27,3254.600098,3254.600098,3273.02002,3246.800049,3246.800049,197900.0
1992/8/28,3267.600098,3267.600098,3269.77002,3249.780029,3254.600098,144300.0
1992/8/31,3257.399902,3257.399902,3274.100098,3254.3701170000004,3267.600098,128000.0
1992/9/1,3266.26001,3266.26001,3266.26001,3254.100098,3257.399902,154600.0
1992/9/2,3290.300049,3290.300049,3292.469971,3263.830078,3266.300049,186700.0
1992/9/3,3292.199951,3292.199951,3313.540039,3285.179932,3290.300049,234800.0
1992/9/4,3281.899902,3281.899902,3296.52002,3277.610107,3292.199951,132100.0
1992/9/8,3260.600098,3260.600098,3282.73999,3257.6201170000004,3281.899902,156300.0
1992/9/9,3271.399902,3271.399902,3273.02002,3258.159912,3260.600098,188700.0
1992/9/10,3305.199951,3305.199951,3312.72998,3270.850098,3271.399902,228200.0
1992/9/11,3305.699951,3305.699951,3317.320068,3300.840088,3305.199951,167800.0
1992/9/14,3376.1999509999996,3376.1999509999996,3376.48999,3306.790039,3306.800049,307200.0
1992/9/15,3327.300049,3327.300049,3375.4099119999996,3323.0,3375.399902,202100.0
1992/9/16,3319.199951,3319.199951,3333.889893,3307.600098,3327.300049,268500.0
1992/9/17,3315.699951,3315.699951,3328.669922,3311.3798829999996,3319.199951,201700.0
1992/9/18,3327.100098,3327.100098,3327.320068,3308.679932,3315.699951,249800.0
1992/9/21,3320.800049,3320.800049,3327.840088,3310.570068,3327.100098,158500.0
1992/9/22,3280.899902,3280.899902,3321.100098,3280.040039,3320.800049,210700.0
1992/9/23,3278.699951,3278.699951,3287.600098,3264.909912,3280.899902,238600.0
1992/9/24,3287.899902,3287.899902,3294.899902,3278.959961,3279.0,262400.0
1992/9/25,3250.300049,3250.300049,3289.77002,3244.840088,3287.899902,221100.0
1992/9/28,3276.26001,3276.26001,3276.26001,3242.76001,3250.300049,180200.0
1992/9/29,3266.800049,3266.800049,3280.040039,3259.23999,3276.300049,222800.0
1992/9/30,3271.699951,3271.699951,3276.800049,3264.3701170000004,3266.800049,192900.0
1992/10/1,3254.399902,3254.399902,3280.850098,3246.0,3271.699951,210200.0
1992/10/2,3200.600098,3200.600098,3259.23999,3198.719971,3254.399902,206700.0
1992/10/5,3179.0,3179.0,3200.610107,3095.790039,3200.600098,373600.0
1992/10/6,3178.199951,3178.199951,3191.969971,3157.659912,3179.0,202200.0
1992/10/7,3152.300049,3152.300049,3187.909912,3145.77002,3178.199951,195300.0
1992/10/8,3176.0,3176.0,3178.189941,3145.77002,3152.300049,224900.0
1992/10/9,3136.600098,3136.600098,3176.300049,3131.719971,3176.0,193100.0
1992/10/12,3174.399902,3174.399902,3174.679932,3136.310059,3136.600098,142600.0
1992/10/13,3201.399902,3201.399902,3211.959961,3167.649902,3174.399902,203600.0
1992/10/14,3195.5,3195.5,3217.090088,3179.0,3201.399902,187300.0
1992/10/15,3174.699951,3174.699951,3198.449951,3167.3798829999996,3195.5,322400.0
1992/10/16,3174.399902,3174.399902,3180.350098,3142.530029,3174.699951,408800.0
1992/10/19,3188.5,3188.5,3197.639893,3169.0,3174.399902,261900.0
1992/10/20,3186.0,3186.0,3213.040039,3179.0,3188.5,265000.0
1992/10/21,3187.100098,3187.100098,3199.800049,3179.810059,3186.0,246900.0
1992/10/22,3200.899902,3200.899902,3202.5,3174.679932,3187.100098,230700.0
1992/10/23,3207.600098,3207.600098,3215.199951,3196.02002,3200.899902,264900.0
1992/10/26,3244.100098,3244.100098,3244.919922,3205.199951,3207.600098,234400.0
1992/10/27,3235.699951,3235.699951,3251.399902,3221.949951,3244.100098,248600.0
1992/10/28,3251.399902,3251.399902,3251.399902,3224.1201170000004,3235.699951,299300.0
1992/10/29,3246.300049,3246.300049,3254.909912,3236.810059,3251.399902,200700.0
1992/10/30,3226.300049,3226.300049,3230.600098,3224.1201170000004,3230.600098,184500.0
1992/11/2,3262.199951,3262.199951,3262.209961,3221.409912,3226.300049,238600.0
1992/11/3,3252.5,3252.5,3266.800049,3236.810059,3262.199951,255200.0
1992/11/4,3223.0,3223.0,3268.149902,3219.52002,3252.5,203300.0
1992/11/5,3243.800049,3243.800049,3245.189941,3215.199951,3223.0,270300.0
1992/11/6,3240.100098,3240.100098,3250.050049,3234.350098,3243.800049,236600.0
1992/11/9,3240.899902,3240.899902,3259.780029,3231.679932,3240.100098,199800.0
1992/11/10,3225.5,3225.5,3252.47998,3224.659912,3240.899902,215400.0
1992/11/11,3240.300049,3240.300049,3245.72998,3219.25,3225.5,226600.0
1992/11/12,3239.800049,3239.800049,3250.050049,3230.8701170000004,3240.300049,228800.0
1992/11/13,3233.0,3233.0,3240.600098,3224.1201170000004,3239.800049,191100.0
1992/11/16,3205.699951,3205.699951,3233.030029,3203.850098,3233.0,174000.0
1992/11/17,3193.300049,3193.300049,3211.959961,3184.669922,3205.699951,186000.0
1992/11/18,3207.399902,3207.399902,3214.929932,3191.429932,3193.300049,232400.0
1992/11/19,3209.5,3209.5,3216.820068,3200.610107,3207.399902,215900.0
1992/11/20,3227.399902,3227.399902,3231.139893,3209.800049,3209.800049,346400.0
1992/11/23,3223.0,3223.0,3234.110107,3214.659912,3227.399902,236600.0
1992/11/24,3248.699951,3248.699951,3265.98999,3221.679932,3223.0,280700.0
1992/11/25,3266.300049,3266.300049,3269.22998,3247.080078,3248.699951,230700.0
1992/11/27,3282.199951,3282.199951,3296.25,3266.26001,3266.300049,124400.0
1992/11/30,3305.199951,3305.199951,3308.409912,3282.699951,3282.699951,230600.0
1992/12/1,3294.399902,3294.399902,3307.8701170000004,3286.25,3305.199951,320700.0
1992/12/2,3286.300049,3286.300049,3297.060059,3280.310059,3294.399902,212200.0
1992/12/3,3276.5,3276.5,3291.659912,3268.959961,3286.300049,207200.0
1992/12/4,3288.699951,3288.699951,3298.949951,3272.469971,3276.5,237100.0
1992/12/7,3307.300049,3307.300049,3307.600098,3288.949951,3289.0,256900.0
1992/12/8,3322.199951,3322.199951,3323.540039,3303.540039,3307.300049,230400.0
1992/12/9,3323.800049,3323.800049,3335.689941,3308.139893,3322.199951,226600.0
1992/12/10,3312.199951,3312.199951,3323.810059,3300.570068,3323.800049,202300.0
1992/12/11,3304.100098,3304.100098,3311.919922,3301.110107,3311.899902,135500.0
1992/12/14,3292.199951,3292.199951,3317.050049,3292.199951,3304.100098,167000.0
1992/12/15,3284.399902,3284.399902,3295.439941,3279.5,3292.199951,296400.0
1992/12/16,3255.199951,3255.199951,3295.709961,3248.159912,3284.399902,308700.0
1992/12/17,3269.199951,3269.199951,3271.929932,3251.399902,3255.199951,283700.0
1992/12/18,3313.300049,3313.300049,3313.540039,3270.850098,3270.899902,484300.0
1992/12/21,3312.5,3312.5,3318.399902,3303.27002,3313.300049,266800.0
1992/12/22,3321.100098,3321.100098,3328.939941,3301.649902,3312.5,259700.0
1992/12/23,3313.540039,3313.540039,3332.719971,3313.540039,3321.100098,219800.0
1992/12/24,3326.199951,3326.199951,3328.1298829999996,3313.0,3313.5,99300.0
1992/12/28,3333.26001,3333.26001,3333.26001,3309.219971,3326.199951,139300.0
1992/12/29,3310.800049,3310.800049,3352.709961,3306.52002,3333.300049,254000.0
1992/12/30,3321.100098,3321.100098,3328.669922,3309.76001,3310.800049,160000.0
1992/12/31,3301.110107,3301.110107,3327.860107,3301.110107,3321.100098,138600.0
1993/1/4,3309.199951,3309.199951,3319.209961,3298.679932,3301.100098,214000.0
1993/1/5,3307.899902,3307.899902,3320.830078,3300.570068,3309.199951,280600.0
1993/1/6,3305.199951,3305.199951,3312.189941,3290.580078,3307.899902,357900.0
1993/1/7,3269.0,3269.0,3313.27002,3260.860107,3305.199951,368200.0
1993/1/8,3251.699951,3251.699951,3269.0,3231.949951,3269.0,306900.0
1993/1/11,3262.75,3262.75,3262.75,3250.050049,3251.699951,245000.0
1993/1/12,3264.600098,3264.600098,3268.689941,3240.060059,3262.800049,296600.0
1993/1/13,3263.600098,3263.600098,3269.5,3243.840088,3264.600098,289500.0
1993/1/14,3267.899902,3267.899902,3279.22998,3251.1298829999996,3263.600098,361500.0
1993/1/15,3271.100098,3271.100098,3285.169922,3258.159912,3267.899902,392700.0
1993/1/18,3274.899902,3274.899902,3275.719971,3263.02002,3271.100098,230300.0
1993/1/19,3256.0,3256.0,3283.280029,3254.3701170000004,3274.899902,356800.0
1993/1/20,3242.0,3242.0,3264.100098,3240.600098,3256.0,266800.0
1993/1/21,3253.0,3253.0,3257.6201170000004,3231.949951,3242.0,270400.0
1993/1/22,3256.800049,3256.800049,3267.340088,3250.050049,3253.0,307600.0
1993/1/25,3292.199951,3292.199951,3294.899902,3257.889893,3257.899902,358400.0
1993/1/26,3299.0,3299.0,3320.02002,3291.659912,3292.199951,474300.0
1993/1/27,3291.399902,3291.399902,3301.649902,3274.909912,3299.0,322700.0
1993/1/28,3306.300049,3306.300049,3308.409912,3289.77002,3291.399902,279300.0
1993/1/29,3310.0,3310.0,3315.159912,3298.949951,3306.300049,220600.0
1993/2/1,3332.199951,3332.199951,3332.449951,3309.48999,3310.0,279100.0
1993/2/2,3328.699951,3328.699951,3334.8798829999996,3318.669922,3332.199951,272900.0
1993/2/3,3373.8000490000004,3373.8000490000004,3379.459961,3328.899902,3328.899902,352900.0
1993/2/4,3416.6999509999996,3416.6999509999996,3423.7700200000004,3374.0600590000004,3374.100098,362500.0
1993/2/5,3442.100098,3442.100098,3443.219971,3411.3400880000004,3416.6999509999996,387200.0
1993/2/8,3437.5,3437.5,3456.7299799999996,3429.4399409999996,3442.100098,294600.0
1993/2/9,3414.600098,3414.600098,3437.540039,3407.830078,3437.5,235300.0
1993/2/10,3412.399902,3412.399902,3424.580078,3394.320068,3414.600098,267700.0
1993/2/11,3422.6999509999996,3422.6999509999996,3442.679932,3411.8798829999996,3412.399902,292500.0
1993/2/12,3392.429932,3392.429932,3425.6599119999996,3392.429932,3422.6999509999996,228700.0
1993/2/16,3309.5,3309.5,3392.1999509999996,3304.6201170000004,3392.1999509999996,385800.0
1993/2/17,3312.199951,3312.199951,3317.590088,3290.310059,3309.5,317000.0
1993/2/18,3302.199951,3302.199951,3348.659912,3266.800049,3312.199951,336500.0
1993/2/19,3322.179932,3322.179932,3322.179932,3287.8701170000004,3302.199951,305200.0
1993/2/22,3342.98999,3342.98999,3345.959961,3317.050049,3322.199951,341400.0
1993/2/23,3323.27002,3323.27002,3353.52002,3316.780029,3343.0,349300.0
1993/2/24,3356.5,3356.5,3356.7700200000004,3322.179932,3323.300049,294100.0
1993/2/25,3365.139893,3365.139893,3365.139893,3343.26001,3356.5,252500.0
1993/2/26,3370.8100590000004,3370.8100590000004,3378.110107,3351.360107,3365.100098,219900.0
1993/3/1,3355.409912,3355.409912,3383.780029,3350.01001,3370.8000490000004,217700.0
1993/3/2,3400.530029,3400.530029,3400.8000490000004,3343.26001,3355.399902,253100.0
1993/3/3,3404.040039,3404.040039,3413.7700200000004,3391.6201170000004,3400.5,251600.0
1993/3/4,3398.9099119999996,3398.9099119999996,3409.4499509999996,3388.9099119999996,3404.0,212500.0
1993/3/5,3404.580078,3404.580078,3433.219971,3391.889893,3398.899902,280200.0
1993/3/8,3469.419922,3469.419922,3471.040039,3391.889893,3404.600098,324600.0
1993/3/9,3472.1201170000004,3472.1201170000004,3482.1201170000004,3462.399902,3469.399902,281200.0
1993/3/10,3478.3400880000004,3478.3400880000004,3478.3400880000004,3449.429932,3472.100098,287300.0
1993/3/11,3457.0,3457.0,3479.6899409999996,3450.51001,3478.3000490000004,242200.0
1993/3/12,3427.820068,3427.820068,3456.7299799999996,3403.7700200000004,3456.6999509999996,256500.0
1993/3/15,3442.4099119999996,3442.4099119999996,3442.4099119999996,3426.469971,3427.8000490000004,169100.0
1993/3/16,3442.9499509999996,3442.9499509999996,3449.429932,3438.080078,3442.399902,167300.0
1993/3/17,3426.73999,3426.73999,3444.8400880000004,3422.959961,3443.0,199700.0
1993/3/18,3465.639893,3465.639893,3477.530029,3426.6999509999996,3426.6999509999996,244800.0
1993/3/19,3471.580078,3471.580078,3477.26001,3459.1599119999996,3465.600098,353600.0
1993/3/22,3463.4799799999996,3463.4799799999996,3470.8000490000004,3444.030029,3470.8000490000004,256700.0
1993/3/23,3461.860107,3461.860107,3469.6899409999996,3453.4799799999996,3463.5,218100.0
1993/3/24,3445.3798829999996,3445.3798829999996,3450.5,3430.25,3450.5,360200.0
1993/3/25,3461.320068,3461.320068,3472.669922,3445.3798829999996,3445.399902,321900.0
1993/3/26,3439.9799799999996,3439.9799799999996,3471.3100590000004,3439.4399409999996,3461.3000490000004,253000.0
1993/3/29,3455.100098,3455.100098,3478.3400880000004,3440.25,3440.3000490000004,218500.0
1993/3/30,3457.2700200000004,3457.2700200000004,3458.6201170000004,3434.8400880000004,3455.100098,234500.0
1993/3/31,3435.110107,3435.110107,3470.7700200000004,3435.110107,3457.3000490000004,256700.0
1993/4/1,3439.4399409999996,3439.4399409999996,3452.669922,3432.139893,3435.100098,206600.0
1993/4/2,3370.8100590000004,3370.8100590000004,3439.4399409999996,3365.4099119999996,3439.399902,537400.0
1993/4/5,3379.1899409999996,3379.1899409999996,3381.350098,3364.8701170000004,3370.8000490000004,350900.0
1993/4/6,3377.570068,3377.570068,3391.6201170000004,3363.790039,3379.1999509999996,346500.0
1993/4/7,3397.0200200000004,3397.0200200000004,3397.830078,3372.9799799999996,3377.600098,336200.0
1993/4/8,3396.4799799999996,3396.4799799999996,3408.100098,3378.649902,3397.0,358800.0
1993/4/12,3428.0900880000004,3428.0900880000004,3434.8400880000004,3395.669922,3396.5,249900.0
