Date,Open,Close,Low,High,Volume
2015-02-18,373.7799987792969,373.3699951171875,372.8500061035156,376.739990234375,2650600
2015-02-19,373.489990234375,379.0,373.42999267578125,381.8800048828125,2953800
2015-02-20,378.6199951171875,383.6600036621094,375.8399963378906,383.70001220703125,3258000
2015-02-23,383.44000244140625,380.1400146484375,378.0,384.5400085449219,2177000
2015-02-24,378.6499938964844,378.5899963378906,376.1600036621094,380.4800109863281,1920800
2015-02-25,377.2699890136719,385.3699951171875,376.5400085449219,387.8500061035156,3174500
2015-02-26,384.07000732421875,384.79998779296875,383.2799987792969,389.3699951171875,2687100
2015-02-27,384.0,380.1600036621094,379.7900085449219,385.989990234375,2532300
2015-03-02,380.8500061035156,385.6600036621094,379.4800109863281,385.8999938964844,2139200
2015-03-03,383.95001220703125,384.6099853515625,381.6000061035156,386.1000061035156,1946500
2015-03-04,385.7099914550781,382.7200012207031,382.19000244140625,387.8999938964844,2259100
2015-03-05,385.6099853515625,387.8299865722656,383.8900146484375,388.4200134277344,2693500
2015-03-06,385.5199890136719,380.0899963378906,378.8800048828125,387.0,2627000
2015-03-09,378.3999938964844,378.55999755859375,375.2799987792969,379.3299865722656,2311400
2015-03-10,377.45001220703125,369.510009765625,369.17999267578125,377.7699890136719,3121000
2015-03-11,370.6099853515625,366.3699951171875,366.260009765625,373.3500061035156,2495100
2015-03-12,368.82000732421875,374.239990234375,367.5199890136719,375.5,2810000
2015-03-13,371.5199890136719,370.5799865722656,366.67999267578125,373.989990234375,2611700
2015-03-16,370.3800048828125,373.3500061035156,366.7200012207031,373.94000244140625,2354100
2015-03-17,371.1099853515625,371.9200134277344,369.6400146484375,374.5,2037000
2015-03-18,369.9700012207031,375.1400146484375,366.70001220703125,375.989990234375,2654100
2015-03-19,373.8699951171875,373.239990234375,372.19000244140625,377.1099853515625,1915700
2015-03-20,376.2900085449219,378.489990234375,375.9200134277344,379.3699951171875,3763600
2015-03-23,378.07000732421875,375.1099853515625,374.94000244140625,381.7699890136719,2239300
2015-03-24,373.989990234375,374.0899963378906,372.2699890136719,375.239990234375,2228200
2015-03-25,375.1700134277344,370.9599914550781,370.2900085449219,380.5,3429500
2015-03-26,369.5899963378906,367.3500061035156,365.6499938964844,371.3999938964844,2930000
2015-03-27,367.1099853515625,370.55999755859375,366.57000732421875,373.1700134277344,2609800
2015-03-30,371.8699951171875,374.5899963378906,371.54998779296875,376.1199951171875,1820900
2015-03-31,373.239990234375,372.1000061035156,371.510009765625,377.70001220703125,2506100
2015-04-01,372.1000061035156,370.260009765625,368.3399963378906,373.1600036621094,2458100
2015-04-02,370.5,372.25,369.0,373.2799987792969,1875300
2015-04-06,370.1000061035156,377.0400085449219,369.3599853515625,380.20001220703125,3050700
2015-04-07,376.1499938964844,374.4100036621094,374.0299987792969,379.30999755859375,1954900
2015-04-08,374.6600036621094,381.20001220703125,374.6499938964844,381.5799865722656,2636400
2015-04-09,380.6600036621094,383.5400085449219,378.79998779296875,384.4200134277344,2392300
2015-04-10,384.30999755859375,382.6499938964844,381.32000732421875,387.1199951171875,2573500
2015-04-13,383.5299987792969,382.3599853515625,380.1400146484375,385.2799987792969,1894500
2015-04-14,383.510009765625,385.1099853515625,381.2099914550781,387.80999755859375,2583600
2015-04-15,384.6499938964844,383.45001220703125,381.6400146484375,385.7799987792969,1933200
2015-04-16,383.69000244140625,386.0400085449219,383.54998779296875,387.45001220703125,2080400
2015-04-17,382.6300048828125,375.55999755859375,374.3999938964844,383.55999755859375,3839700
2015-04-20,378.54998779296875,389.510009765625,377.0,391.94000244140625,5016100
2015-04-21,391.30999755859375,391.17999267578125,386.79998779296875,394.6000061035156,4643500
2015-04-22,391.9100036621094,389.79998779296875,388.0,394.2799987792969,3474700
2015-04-23,390.2099914550781,389.989990234375,386.1499938964844,391.8800048828125,7980000
2015-04-24,439.0,445.1000061035156,439.0,452.6499938964844,17176900
2015-04-27,443.8599853515625,438.55999755859375,437.4100036621094,446.989990234375,5430900
2015-04-28,438.510009765625,429.30999755859375,428.0400085449219,439.0,4140500
2015-04-29,426.75,429.3699951171875,426.0299987792969,434.239990234375,3621700
2015-04-30,427.1099853515625,421.7799987792969,419.239990234375,431.75,3647900
2015-05-01,423.82000732421875,422.8699951171875,416.0,425.6400146484375,3565800
2015-05-04,424.79998779296875,423.0400085449219,422.4200134277344,429.7699890136719,2270400
2015-05-05,422.8500061035156,421.19000244140625,421.0199890136719,427.510009765625,2856400
2015-05-06,421.42999267578125,419.1000061035156,414.54998779296875,422.7200012207031,2552500
2015-05-07,424.1499938964844,426.8800048828125,422.8500061035156,428.5,2766100
2015-05-08,430.75,433.69000244140625,430.1700134277344,435.20001220703125,2908800
2015-05-11,432.510009765625,432.8500061035156,431.3699951171875,439.0,2393700
2015-05-12,431.0799865722656,431.0199890136719,426.7099914550781,433.25,1947800
2015-05-13,429.9800109863281,426.8699951171875,425.79998779296875,433.5299987792969,1996300
2015-05-14,429.45001220703125,432.2799987792969,427.010009765625,433.0,1888500
2015-05-15,428.0,426.0,424.29998779296875,430.3999938964844,4240300
2015-05-18,426.0,425.239990234375,421.4599914550781,427.2699890136719,2390200
2015-05-19,424.8699951171875,421.7099914550781,420.6300048828125,428.239990234375,2464200
2015-05-20,420.6000061035156,423.8599853515625,418.3599853515625,427.1000061035156,2196200
2015-05-21,428.0,431.6300048828125,428.0,436.8999938964844,4121400
2015-05-22,431.54998779296875,427.6300048828125,427.6099853515625,432.44000244140625,2020600
2015-05-26,426.20001220703125,425.4700012207031,422.0,427.0,2244200
2015-05-27,427.45001220703125,431.4200134277344,425.010009765625,431.8500061035156,2231100
2015-05-28,429.7099914550781,426.57000732421875,425.4700012207031,431.3500061035156,1912400
2015-05-29,427.2300109863281,429.2300109863281,427.2300109863281,432.5,3016100
2015-06-01,430.3999938964844,430.9200134277344,426.20001220703125,433.1600036621094,2253300
2015-06-02,430.07000732421875,430.989990234375,426.25,433.2300109863281,1668900
2015-06-03,434.3999938964844,436.5899963378906,432.75,438.3900146484375,2727900
2015-06-04,434.3999938964844,430.7799987792969,429.260009765625,436.760009765625,2510800
2015-06-05,429.6600036621094,426.95001220703125,426.5,430.79998779296875,1907900
2015-06-08,425.6199951171875,423.5,421.42999267578125,426.79998779296875,2172500
2015-06-09,422.9599914550781,425.4800109863281,419.1400146484375,427.489990234375,2288700
2015-06-10,426.4599914550781,430.7699890136719,425.6600036621094,432.20001220703125,2172300
2015-06-11,432.2900085449219,432.9700012207031,431.4700012207031,438.8900146484375,2922500
2015-06-12,431.25,429.9200134277344,428.260009765625,432.3599853515625,2054400
2015-06-15,427.6600036621094,423.6700134277344,422.6400146484375,428.04998779296875,2051000
2015-06-16,424.1499938964844,427.260009765625,422.6700134277344,427.9700012207031,2296400
2015-06-17,428.3599853515625,427.80999755859375,424.75,431.3500061035156,2185900
2015-06-18,430.29998779296875,439.3900146484375,429.4100036621094,439.7300109863281,3378400
2015-06-19,440.260009765625,434.9200134277344,433.239990234375,444.989990234375,4495100
2015-06-22,437.0,436.2900085449219,434.17999267578125,439.239990234375,1823600
2015-06-23,435.5899963378906,445.989990234375,433.69000244140625,447.0400085449219,3245000
2015-06-24,444.9700012207031,440.8399963378906,440.2300109863281,446.4700012207031,2620800
2015-06-25,438.07000732421875,440.1000061035156,436.3900146484375,443.4700012207031,2237500
2015-06-26,441.760009765625,438.1000061035156,435.05999755859375,443.489990234375,2624500
2015-06-29,434.9800109863281,429.8599853515625,429.0,437.0,2753200
2015-06-30,434.20001220703125,434.0899963378906,430.4599914550781,435.57000732421875,2596900
2015-07-01,439.3500061035156,437.3900146484375,435.5799865722656,440.0,1987100
2015-07-02,437.0,437.7099914550781,433.4800109863281,438.20001220703125,1343400
2015-07-06,435.2300109863281,436.0400085449219,433.5199890136719,439.7300109863281,1903200
2015-07-07,435.67999267578125,436.7200012207031,425.57000732421875,437.7300109863281,3454200
2015-07-08,434.3500061035156,429.70001220703125,428.8299865722656,435.989990234375,2383100
2015-07-09,434.8999938964844,434.3900146484375,434.1499938964844,438.7200012207031,2271400
2015-07-10,440.489990234375,443.510009765625,439.0,444.7200012207031,2401000
2015-07-13,448.2900085449219,455.57000732421875,447.5400085449219,457.8699951171875,3956800
2015-07-14,462.32000732421875,465.57000732421875,458.1600036621094,469.6000061035156,4736200
2015-07-15,463.0400085449219,461.19000244140625,460.20001220703125,464.70001220703125,2987400
2015-07-16,465.5,475.4800109863281,464.79998779296875,475.8800048828125,4095600
2015-07-17,477.70001220703125,483.010009765625,477.25,485.4200134277344,4932200
2015-07-20,492.57000732421875,488.1000061035156,485.3999938964844,493.20001220703125,4752500
2015-07-21,487.8999938964844,488.0,482.54998779296875,488.8800048828125,3181800
2015-07-22,485.989990234375,488.2699890136719,484.8999938964844,492.5,3114900
2015-07-23,491.6600036621094,482.17999267578125,475.70001220703125,491.6600036621094,9374400
2015-07-24,578.989990234375,529.4199829101562,529.3499755859375,580.5700073242188,21909400
2015-07-27,527.75,531.4099731445312,526.5999755859375,544.9500122070312,7491000
2015-07-28,536.0,526.030029296875,523.1199951171875,536.3900146484375,5273100
2015-07-29,530.9199829101562,529.0,525.02001953125,532.969970703125,3752600
2015-07-30,527.6500244140625,536.760009765625,524.2899780273438,539.2000122070312,3743100
2015-07-31,539.0900268554688,536.1500244140625,534.52001953125,542.8400268554688,3025600
2015-08-03,537.4500122070312,535.030029296875,529.3599853515625,540.4400024414062,3014200
2015-08-04,529.6900024414062,531.9000244140625,529.1599731445312,536.9500122070312,2934600
2015-08-05,538.7999877929688,537.010009765625,534.1199951171875,539.1400146484375,2889400
2015-08-06,539.2999877929688,529.4600219726562,527.52001953125,542.739990234375,3820500
2015-08-07,529.1599731445312,522.6199951171875,518.2100219726562,529.4600219726562,3969200
2015-08-10,528.52001953125,524.0,523.0,532.280029296875,2615900
2015-08-11,523.6500244140625,527.4600219726562,522.0,528.97998046875,2676600
2015-08-12,523.75,525.9099731445312,513.0599975585938,527.5,3962300
2015-08-13,527.3699951171875,529.6599731445312,525.489990234375,534.6599731445312,2895200
2015-08-14,528.25,531.52001953125,528.25,534.1099853515625,1994800
2015-08-17,531.2899780273438,535.219970703125,527.1199951171875,538.739990234375,2581700
2015-08-18,535.0399780273438,535.02001953125,533.0,539.489990234375,2071300
2015-08-19,533.739990234375,532.9199829101562,529.0,537.25,2324000
2015-08-20,530.3900146484375,515.780029296875,515.77001953125,533.25,4408000
2015-08-21,507.3599853515625,494.4700012207031,494.4700012207031,512.3300170898438,6706500
2015-08-24,463.5799865722656,463.3699951171875,451.0,476.5799865722656,10097600
2015-08-25,487.489990234375,466.3699951171875,466.25,489.44000244140625,5679300
2015-08-26,484.0199890136719,500.7699890136719,478.760009765625,503.7200012207031,6358600
2015-08-27,513.7100219726562,518.3699951171875,507.260009765625,522.6900024414062,6114500
2015-08-28,517.5,518.010009765625,513.0399780273438,521.5,2746700
2015-08-31,516.4400024414062,512.8900146484375,509.07000732421875,519.4099731445312,3002300
2015-09-01,499.1400146484375,496.5400085449219,493.42999267578125,510.0,3864500
2015-09-02,505.0899963378906,510.54998779296875,497.7200012207031,510.8599853515625,3707100
2015-09-03,514.5,504.7200012207031,502.57000732421875,515.8400268554688,3149700
2015-09-04,497.6499938964844,499.0,495.6400146484375,502.8500061035156,2692500
2015-09-08,508.69000244140625,517.5399780273438,508.510009765625,518.3499755859375,3810700
2015-09-09,524.0,516.8900146484375,515.0599975585938,529.9500122070312,4370700
2015-09-10,515.1500244140625,522.239990234375,514.780029296875,526.1300048828125,2576000
2015-09-11,521.0700073242188,529.4400024414062,520.6099853515625,529.4400024414062,3227900
2015-09-14,529.4400024414062,521.3800048828125,518.5800170898438,532.4500122070312,3130200
2015-09-15,523.25,522.3699951171875,517.2000122070312,527.9199829101562,2865900
2015-09-16,521.97998046875,527.3900146484375,518.52001953125,528.2999877929688,2252800
2015-09-17,526.97998046875,538.8699951171875,526.5700073242188,546.969970703125,4169500
2015-09-18,534.6199951171875,540.260009765625,531.3499755859375,546.239990234375,6160100
2015-09-21,544.3300170898438,548.3900146484375,539.5900268554688,549.780029296875,3283300
2015-09-22,539.7100219726562,538.4000244140625,532.6599731445312,543.5499877929688,3841700
2015-09-23,538.2999877929688,536.0700073242188,534.0,541.2100219726562,2237600
2015-09-24,530.5499877929688,533.75,522.8699951171875,534.5599975585938,3501000
2015-09-25,542.5700073242188,524.25,521.4000244140625,542.7999877929688,4031000
2015-09-28,520.02001953125,504.05999755859375,494.3299865722656,520.280029296875,5434500
2015-09-29,506.0,496.07000732421875,490.5,511.4800109863281,4457500
2015-09-30,505.44000244140625,511.8900146484375,501.6700134277344,512.7999877929688,4004700
2015-10-01,511.0,520.719970703125,506.0,520.7999877929688,3768500
2015-10-02,512.989990234375,532.5399780273438,508.1000061035156,532.5999755859375,4597800
2015-10-05,536.989990234375,543.6799926757812,536.0,545.9099731445312,3391400
2015-10-06,545.5,537.47998046875,533.3300170898438,551.5,4502800
2015-10-07,541.7899780273438,541.9400024414062,529.0,542.0,3812100
2015-10-08,536.7100219726562,533.1599731445312,519.8900146484375,539.3900146484375,4676400
2015-10-09,534.47998046875,539.7999877929688,530.27001953125,541.7899780273438,3537400
2015-10-12,539.9600219726562,550.1900024414062,539.7999877929688,550.8200073242188,2776100
2015-10-13,546.260009765625,548.9000244140625,543.0999755859375,553.2000122070312,2938000
2015-10-14,551.3400268554688,544.8300170898438,539.6799926757812,552.25,3582100
2015-10-15,547.75,562.4400024414062,547.0,563.0,4937000
2015-10-16,565.27001953125,570.760009765625,560.3099975585938,570.9400024414062,4315800
2015-10-19,570.760009765625,573.1500244140625,567.3800048828125,579.0,4375400
2015-10-20,572.0,560.8800048828125,555.280029296875,573.0,4346200
2015-10-21,563.8699951171875,555.77001953125,552.52001953125,565.25,3343600
2015-10-22,562.7000122070312,563.9099731445312,556.6699829101562,569.1500244140625,7779400
2015-10-23,617.6799926757812,599.030029296875,595.3599853515625,619.4500122070312,10692700
2015-10-26,602.2999877929688,608.6099853515625,596.2899780273438,609.8499755859375,4269700
2015-10-27,608.5999755859375,611.010009765625,605.530029296875,614.7100219726562,3787100
2015-10-28,612.2999877929688,617.0999755859375,609.5,617.22998046875,3926200
2015-10-29,617.7000122070312,626.5499877929688,615.3900146484375,627.5399780273438,3896000
2015-10-30,626.010009765625,625.9000244140625,625.280029296875,630.719970703125,3874400
2015-11-02,627.1300048828125,628.3499755859375,620.4099731445312,628.6300048828125,2816500
2015-11-03,629.530029296875,625.3099975585938,622.0,629.8900146484375,3246900
2015-11-04,627.760009765625,640.9500122070312,627.3499755859375,645.9299926757812,4840500
2015-11-05,647.0999755859375,655.6500244140625,643.0900268554688,657.0,4723800
2015-11-06,655.0,659.3699951171875,652.0,662.260009765625,4092200
2015-11-09,658.6500244140625,655.489990234375,647.8499755859375,661.9600219726562,4048800
2015-11-10,651.010009765625,659.6799926757812,647.260009765625,660.0,3489500
2015-11-11,663.25,673.25,663.25,675.9600219726562,5387300
2015-11-12,673.0,665.5999755859375,664.219970703125,675.6400146484375,4284700
2015-11-13,663.5700073242188,642.3499755859375,640.4500122070312,667.0,6261100
2015-11-16,640.9199829101562,647.8099975585938,622.2899780273438,649.989990234375,7435900
2015-11-17,650.6500244140625,643.2999877929688,641.0,653.25,4320200
2015-11-18,646.510009765625,663.5399780273438,646.3699951171875,664.8800048828125,4469800
2015-11-19,664.989990234375,661.27001953125,659.0,672.8599853515625,4705200
2015-11-20,667.9400024414062,668.4500122070312,657.5700073242188,668.8699951171875,3896100
2015-11-23,671.5,678.989990234375,670.1199951171875,682.77001953125,4385100
2015-11-24,674.1400146484375,671.1500244140625,661.2100219726562,675.7999877929688,4543400
2015-11-25,675.0,675.3400268554688,671.239990234375,679.7000122070312,2697900
2015-11-27,680.7999877929688,673.260009765625,672.0999755859375,680.989990234375,1966800
2015-11-30,675.9000244140625,664.7999877929688,664.5999755859375,681.2899780273438,5693200
2015-12-01,673.75,679.0599975585938,667.8599853515625,681.0,4751200
2015-12-02,681.0,676.010009765625,674.25,684.8200073242188,4273500
2015-12-03,679.4400024414062,666.25,661.47998046875,682.7899780273438,5064700
2015-12-04,666.0,672.6400146484375,661.4000244140625,674.780029296875,4534800
2015-12-07,674.739990234375,669.8300170898438,660.5,675.4600219726562,3732800
2015-12-08,663.1300048828125,677.3300170898438,659.7899780273438,679.989990234375,3651900
2015-12-09,678.0,664.7899780273438,655.6799926757812,679.0,5158200
2015-12-10,665.5900268554688,662.3200073242188,659.5599975585938,668.530029296875,3455500
2015-12-11,651.22998046875,640.1500244140625,639.6199951171875,657.8800048828125,5474400
2015-12-14,641.75,657.9099731445312,635.27001953125,658.5900268554688,4329700
2015-12-15,665.030029296875,658.6400146484375,657.3499755859375,671.5,4753400
2015-12-16,663.5599975585938,675.77001953125,659.3200073242188,677.3499755859375,3964500
2015-12-17,680.0,670.6500244140625,670.6500244140625,682.5,3681600
2015-12-18,668.6500244140625,664.1400146484375,664.1300048828125,676.8400268554688,6841300
2015-12-21,668.5,664.510009765625,658.9299926757812,669.9000244140625,3250900
2015-12-22,666.8300170898438,663.1500244140625,659.260009765625,668.489990234375,2667800
2015-12-23,666.5,663.7000122070312,656.6300048828125,666.5999755859375,2722900
2015-12-24,663.3499755859375,662.7899780273438,660.5999755859375,664.6799926757812,1091200
2015-12-28,665.5599975585938,675.2000122070312,665.5,675.5,3783600
2015-12-29,677.97998046875,693.969970703125,677.8900146484375,696.4400024414062,5735000
2015-12-30,691.8900146484375,689.0700073242188,686.3800048828125,695.489990234375,3519000
2015-12-31,686.0800170898438,675.8900146484375,675.8900146484375,687.75,3749600
2016-01-04,656.2899780273438,636.989990234375,627.510009765625,657.719970703125,9314500
2016-01-05,646.8599853515625,633.7899780273438,627.6500244140625,646.9099731445312,5822600
2016-01-06,622.0,632.6500244140625,620.3099975585938,639.7899780273438,5329200
2016-01-07,621.7999877929688,607.9400024414062,605.2100219726562,630.0,7074900
2016-01-08,619.6599731445312,607.0499877929688,606.0,624.1400146484375,5512900
2016-01-11,612.47998046875,617.739990234375,598.5700073242188,619.8499755859375,4891600
2016-01-12,625.25,617.8900146484375,612.239990234375,625.989990234375,4724100
2016-01-13,620.8800048828125,581.8099975585938,579.1599731445312,620.8800048828125,7655200
2016-01-14,580.25,593.0,569.8800048828125,602.25,7238000
2016-01-15,572.239990234375,570.1799926757812,565.2999877929688,584.6199951171875,7784500
2016-01-19,577.0900268554688,574.47998046875,566.4500122070312,584.0,4807200
2016-01-20,564.3599853515625,571.77001953125,547.1799926757812,578.4500122070312,7966400
2016-01-21,573.5800170898438,575.02001953125,568.219970703125,588.8099975585938,4952200
2016-01-22,588.72998046875,596.3800048828125,584.1099853515625,600.0999755859375,5120100
2016-01-25,597.989990234375,596.530029296875,594.5599975585938,608.5,4396100
2016-01-26,603.4500122070312,601.25,590.3800048828125,604.5,3765700
2016-01-27,601.989990234375,583.3499755859375,578.780029296875,603.3900146484375,5152900
2016-01-28,608.3699951171875,635.3499755859375,597.5499877929688,638.0599975585938,14015200
2016-01-29,571.97998046875,587.0,570.0,593.0,14677600
2016-02-01,578.1500244140625,574.8099975585938,570.3099975585938,581.7999877929688,6355100
2016-02-02,570.0,552.0999755859375,550.0900268554688,571.5599975585938,6312000
2016-02-03,553.5,531.0700073242188,521.9000244140625,556.0,10048700
2016-02-04,525.0,536.260009765625,519.219970703125,538.989990234375,6199100
2016-02-05,529.280029296875,502.1300048828125,499.19000244140625,529.4500122070312,9708900
2016-02-08,486.4700012207031,488.1000061035156,475.2099914550781,493.5,9825500
2016-02-09,478.010009765625,482.07000732421875,474.0,498.3800048828125,7077900
2016-02-10,491.760009765625,490.4800109863281,486.0,504.6600036621094,6786200
2016-02-11,491.1700134277344,503.82000732421875,484.0,509.29998779296875,7397400
2016-02-12,510.70001220703125,507.0799865722656,501.489990234375,516.75,5384800
2016-02-16,519.47998046875,521.0999755859375,511.6600036621094,524.4500122070312,5118500
2016-02-17,528.739990234375,534.0999755859375,519.3900146484375,537.47998046875,4824000
2016-02-18,541.1900024414062,525.0,523.72998046875,541.2000122070312,4735000
2016-02-19,520.7100219726562,534.9000244140625,515.3499755859375,535.9500122070312,4974700
2016-02-22,542.2000122070312,559.5,541.0800170898438,560.6500244140625,5566600
2016-02-23,555.5499877929688,552.9400024414062,545.3300170898438,556.9099731445312,4050800
2016-02-24,545.75,554.0399780273438,533.1500244140625,554.27001953125,6231700
2016-02-25,555.52001953125,555.1500244140625,545.2899780273438,559.3900146484375,4525500
2016-02-26,560.1199951171875,555.22998046875,553.1699829101562,562.5,4877000
2016-02-29,554.0,552.52001953125,552.510009765625,564.8099975585938,4145400
2016-03-01,556.2899780273438,579.0399780273438,556.0,579.25,5038500
2016-03-02,581.75,580.2100219726562,573.7000122070312,585.0,4582200
2016-03-03,577.9600219726562,577.489990234375,573.1099853515625,579.8699951171875,2741300
2016-03-04,581.0700073242188,575.1400146484375,571.0700073242188,581.4000244140625,3416500
2016-03-07,573.5399780273438,562.7999877929688,555.5499877929688,573.6300048828125,4926900
2016-03-08,557.8699951171875,560.260009765625,554.739990234375,571.3499755859375,4730000
2016-03-09,559.5599975585938,559.469970703125,550.1300048828125,560.3499755859375,4377300
2016-03-10,566.739990234375,558.9299926757812,547.9000244140625,567.0,3919900
2016-03-11,566.9500122070312,569.6099853515625,562.72998046875,570.0599975585938,3771300
2016-03-14,567.0,573.3699951171875,563.0499877929688,576.8900146484375,3454200
2016-03-15,571.0,577.02001953125,567.0,581.52001953125,3876800
2016-03-16,576.6400146484375,574.27001953125,571.1400146484375,581.3200073242188,3537700
2016-03-17,569.510009765625,559.4400024414062,555.010009765625,571.4000244140625,5928100
2016-03-18,560.9400024414062,552.0800170898438,546.0900268554688,562.3300170898438,7296900
2016-03-21,548.9099731445312,553.97998046875,538.5800170898438,555.239990234375,5155700
2016-03-22,545.1099853515625,560.47998046875,545.0499877929688,562.760009765625,4000600
2016-03-23,561.0,569.6300048828125,558.0999755859375,572.47998046875,3983700
2016-03-24,567.1099853515625,582.9500122070312,567.0800170898438,583.5499877929688,5185500
2016-03-28,584.4000244140625,579.8699951171875,575.5599975585938,584.75,3121500
2016-03-29,580.1500244140625,593.8599853515625,576.5,595.8499755859375,4392600
2016-03-30,596.7100219726562,598.6900024414062,595.0,603.239990234375,3890500
2016-03-31,599.280029296875,593.6400146484375,592.2100219726562,600.75,2681800
2016-04-01,590.489990234375,598.5,588.2999877929688,599.030029296875,2917400
2016-04-04,599.0,593.1900024414062,590.5499877929688,599.5,2470800
2016-04-05,590.77001953125,586.1400146484375,585.25,593.469970703125,2308900
2016-04-06,587.52001953125,602.0800170898438,587.5,602.3900146484375,2849900
2016-04-07,598.760009765625,591.4299926757812,589.0800170898438,599.5999755859375,3189000
2016-04-08,594.3200073242188,594.5999755859375,589.0,597.8599853515625,2591900
2016-04-11,596.1400146484375,595.9299926757812,594.9099731445312,604.0,2704300
2016-04-12,598.4000244140625,603.1699829101562,592.3099975585938,604.0599975585938,2641100
2016-04-13,607.6799926757812,614.8200073242188,605.2899780273438,616.8099975585938,4228300
2016-04-14,615.0700073242188,620.75,615.0700073242188,624.3800048828125,3512100
2016-04-15,621.9199829101562,625.8900146484375,618.1099853515625,626.77001953125,2887700
2016-04-18,625.3499755859375,635.3499755859375,624.9600219726562,637.6400146484375,4360900
2016-04-19,637.1400146484375,627.9000244140625,620.7999877929688,638.010009765625,4055900
2016-04-20,630.0,632.989990234375,623.0,636.5499877929688,2609400
2016-04-21,631.0,631.0,628.5,637.8200073242188,2596300
2016-04-22,624.469970703125,620.5,611.5599975585938,628.25,5083900
2016-04-25,616.6099853515625,626.2000122070312,616.25,626.97998046875,2682900
2016-04-26,626.1699829101562,616.8800048828125,614.8800048828125,626.75,2521400
2016-04-27,611.7999877929688,606.5700073242188,601.280029296875,615.9500122070312,4068800
2016-04-28,615.5399780273438,602.0,599.2000122070312,626.7999877929688,7872600
2016-04-29,666.0,659.5900268554688,654.0,669.97998046875,10310700
2016-05-02,663.9199829101562,683.8499755859375,662.030029296875,685.5,6578500
2016-05-03,677.3599853515625,671.3200073242188,670.4299926757812,680.2999877929688,4923400
2016-05-04,662.5900268554688,670.9000244140625,662.1400146484375,674.0,4635500
2016-05-05,673.3099975585938,659.0900268554688,656.0,676.489990234375,4884100
2016-05-06,656.0499877929688,673.9500122070312,656.010009765625,676.9500122070312,4365300
2016-05-09,673.9500122070312,679.75,671.4099731445312,686.97998046875,3982200
2016-05-10,694.0,703.0700073242188,693.5,704.5499877929688,6105600
2016-05-11,705.7899780273438,713.22998046875,701.6500244140625,719.0,7338200
2016-05-12,717.3800048828125,717.9299926757812,711.510009765625,722.4500122070312,5048200
2016-05-13,714.6400146484375,709.9199829101562,706.510009765625,719.25,4763400
2016-05-16,710.1300048828125,710.6599731445312,700.280029296875,713.25,5432900
2016-05-17,709.9000244140625,695.27001953125,693.9099731445312,714.469970703125,5121400
2016-05-18,689.5599975585938,697.4500122070312,688.760009765625,702.5399780273438,4283200
2016-05-19,691.8800048828125,698.52001953125,689.5599975585938,699.4000244140625,3025600
2016-05-20,701.0499877929688,702.7999877929688,700.0,707.239990234375,2916200
2016-05-23,704.25,696.75,696.4199829101562,706.0,2595100
